"hotel","is_canceled","lead_time","arrival_date_year","arrival_date_month","arrival_date_week_number","arrival_date_day_of_month","stays_in_weekend_nights","stays_in_week_nights","adults","children","babies","meal","country","market_segment","distribution_channel","is_repeated_guest","previous_cancellations","previous_bookings_not_canceled","reserved_room_type","assigned_room_type","booking_changes","deposit_type","agent","company","days_in_waiting_list","customer_type","adr","required_car_parking_spaces","total_of_special_requests","reservation_status","reservation_status_date"
"1949","Resort Hotel",1,80,2016,"April",17,22,2,5,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","71","NULL",0,"Transient",46,0,0,"Canceled","2016-02-22"
"1950","Resort Hotel",1,31,2017,"April",14,6,1,3,1,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","NULL","NULL",0,"Transient",51.75,0,1,"Canceled","2017-03-27"
"1951","City Hotel",0,112,2017,"April",14,8,2,2,2,0,0,"BB","AUT","Direct","Direct",0,0,0,"A","A",0,"No Deposit","14","NULL",0,"Transient",99,0,1,"Check-Out","2017-04-12"
"1952","Resort Hotel",0,16,2017,"April",14,4,2,5,2,0,0,"BB","IRL","Online TA","TA/TO",0,0,0,"G","G",1,"No Deposit","240","NULL",0,"Transient",161.43,0,1,"Check-Out","2017-04-11"
"1953","City Hotel",1,90,2017,"May",18,6,0,1,2,0,0,"SC","FRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",108,0,0,"Canceled","2017-02-05"
"1954","City Hotel",1,154,2017,"April",14,8,2,1,2,0,0,"SC","IRL","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",99,0,2,"Canceled","2017-02-22"
"1955","Resort Hotel",0,40,2017,"February",8,23,0,2,2,0,0,"Undefined","ESP","Groups","TA/TO",0,0,0,"A","D",0,"No Deposit","68","NULL",18,"Transient-Party",60,0,0,"Check-Out","2017-02-25"
"1956","City Hotel",0,169,2017,"July",27,2,1,0,2,0,0,"BB","HUN","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",107.1,0,0,"Check-Out","2017-07-03"
"1957","Resort Hotel",0,105,2015,"November",47,18,2,4,2,0,0,"Undefined","ESP","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","313","NULL",65,"Transient-Party",69,0,0,"Check-Out","2015-11-24"
"1958","City Hotel",0,91,2016,"July",29,13,0,4,2,0,0,"BB","CHE","Online TA","TA/TO",0,0,0,"D","A",0,"No Deposit","9","NULL",0,"Transient",118.8,0,1,"Check-Out","2016-07-17"
"1959","Resort Hotel",1,14,2016,"December",50,5,1,2,2,0,0,"Undefined","PRT","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit","134","NULL",0,"Transient-Party",84,0,0,"Canceled","2016-11-30"
"1960","City Hotel",0,147,2016,"July",27,1,2,2,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"D","A",0,"No Deposit","9","NULL",0,"Transient-Party",103.7,0,2,"Check-Out","2016-07-05"
"1961","City Hotel",0,177,2017,"July",29,22,2,1,2,0,0,"BB","DEU","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","27","NULL",0,"Transient",89,0,0,"Check-Out","2017-07-25"
"1962","City Hotel",1,121,2017,"January",1,6,2,2,2,0,0,"BB","ITA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",88.4,0,0,"Canceled","2016-09-07"
"1963","City Hotel",0,95,2016,"May",23,29,2,0,2,0,0,"BB","ISR","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",65,0,1,"Check-Out","2016-05-31"
"1964","City Hotel",1,193,2016,"June",26,20,1,2,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","162","NULL",39,"Transient",120,0,0,"Canceled","2016-01-18"
"1965","City Hotel",1,97,2017,"July",28,11,0,3,2,0,0,"BB","AUS","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",150,0,2,"Canceled","2017-04-06"
"1966","Resort Hotel",0,47,2016,"April",18,25,2,5,1,0,0,"BB","GBR","Direct","Direct",0,0,0,"D","D",0,"No Deposit","NULL","NULL",0,"Transient",73.5,1,0,"Check-Out","2016-05-02"
"1967","City Hotel",1,71,2017,"March",13,30,0,1,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",97.2,0,0,"Canceled","2017-03-16"
"1968","City Hotel",1,157,2017,"May",18,1,1,3,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","3","NULL",0,"Transient",130,0,0,"Canceled","2016-11-25"
"1969","City Hotel",0,10,2016,"June",26,23,0,1,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",91,0,1,"Check-Out","2016-06-24"
"1970","City Hotel",1,60,2016,"March",11,10,0,1,2,0,0,"SC","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",76.5,0,0,"Canceled","2016-03-06"
"1971","City Hotel",0,9,2016,"October",43,20,0,1,1,0,0,"BB","CHE","Corporate","Corporate",0,0,0,"A","A",0,"No Deposit","NULL","174",0,"Transient",95,0,0,"Check-Out","2016-10-21"
"1972","City Hotel",0,249,2016,"December",53,29,2,3,1,0,0,"SC","GBR","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","15","NULL",0,"Transient",53.45,0,1,"Check-Out","2017-01-03"
"1973","City Hotel",0,41,2016,"June",26,20,1,3,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",110.7,1,1,"Check-Out","2016-06-24"
"1974","City Hotel",0,147,2016,"June",24,11,2,1,2,0,0,"BB","PRT","Direct","Direct",0,0,0,"A","A",0,"No Deposit","14","NULL",0,"Transient-Party",102.3,0,0,"Check-Out","2016-06-14"
"1975","City Hotel",0,11,2017,"May",21,23,0,1,1,0,0,"BB","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","159","NULL",0,"Transient",130,0,0,"Check-Out","2017-05-24"
"1976","City Hotel",1,45,2017,"February",6,9,2,5,3,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","7","NULL",0,"Transient",96.99,0,1,"No-Show","2017-02-09"
"1977","City Hotel",1,1,2015,"October",42,13,0,1,1,0,0,"BB","PRT","Complementary","Direct",0,0,0,"A","A",0,"No Deposit","NULL","NULL",0,"Transient",0,0,1,"Canceled","2015-10-13"
"1978","City Hotel",0,9,2016,"July",28,7,2,5,2,0,0,"BB","GBR","Direct","Direct",0,0,0,"A","A",0,"No Deposit","14","NULL",0,"Transient",116.45,0,0,"Check-Out","2016-07-14"
"1979","City Hotel",0,142,2016,"June",27,26,2,1,2,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",109.8,0,0,"Check-Out","2016-06-29"
"1980","City Hotel",0,213,2017,"August",35,28,1,3,1,0,0,"HB","PRT","Groups","TA/TO",0,0,0,"A","A",1,"No Deposit","19","NULL",0,"Transient-Party",104,0,0,"Check-Out","2017-09-01"
"1981","City Hotel",1,8,2016,"February",6,4,0,3,3,0,0,"BB","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",127,0,0,"Canceled","2016-01-29"
"1982","City Hotel",1,96,2017,"August",33,17,2,5,2,0,0,"SC","FRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",125,0,1,"Canceled","2017-07-02"
"1983","City Hotel",0,377,2016,"October",42,14,0,2,1,0,0,"HB","DEU","Offline TA/TO","TA/TO",0,0,0,"A","D",1,"No Deposit","6","NULL",0,"Transient-Party",90,0,0,"Check-Out","2016-10-16"
"1984","Resort Hotel",0,207,2017,"June",24,16,3,7,2,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","240","NULL",0,"Transient",110,0,1,"Check-Out","2017-06-26"
"1985","City Hotel",0,6,2017,"June",23,8,0,1,1,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","157","NULL",0,"Transient",120,0,0,"Check-Out","2017-06-09"
"1986","Resort Hotel",0,194,2016,"September",38,11,2,2,2,0,0,"BB","CN","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","96","NULL",0,"Transient",75.8,1,0,"Check-Out","2016-09-15"
"1987","City Hotel",0,53,2016,"September",39,18,2,0,2,0,0,"BB","DEU","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","27","NULL",0,"Transient",94.5,1,0,"Check-Out","2016-09-20"
"1988","City Hotel",1,132,2017,"April",16,19,0,2,2,2,0,"BB","FIN","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9","NULL",0,"Transient",189,0,1,"Canceled","2016-12-09"
"1989","Resort Hotel",1,28,2016,"January",2,5,0,1,2,0,0,"BB","PRT","Online TA","TA/TO",0,1,0,"D","D",0,"No Deposit","240","NULL",0,"Transient",56,0,0,"Canceled","2015-12-12"
"1990","City Hotel",0,81,2016,"March",13,25,1,2,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",4,"No Deposit","3","NULL",4,"Transient-Party",65,0,1,"Check-Out","2016-03-28"
"1991","City Hotel",1,150,2017,"June",24,17,2,3,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","NULL","NULL",0,"Transient",120,0,0,"Canceled","2017-01-18"
"1992","City Hotel",0,155,2017,"August",32,7,1,4,2,0,0,"SC","FRA","Online TA","TA/TO",0,0,0,"A","A",1,"No Deposit","9","NULL",0,"Transient",120,0,2,"Check-Out","2017-08-12"
"1993","City Hotel",0,34,2015,"October",44,26,1,4,1,1,0,"HB","GBR","Offline TA/TO","TA/TO",0,0,0,"B","B",1,"No Deposit","83","NULL",0,"Transient",102.74,0,0,"Check-Out","2015-10-31"
"1994","Resort Hotel",0,62,2017,"March",12,25,4,6,2,0,0,"BB","NOR","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","240","NULL",0,"Transient",77.8,0,1,"Check-Out","2017-04-04"
"1995","Resort Hotel",1,46,2016,"July",31,30,0,1,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","240","NULL",0,"Transient",179,0,0,"Canceled","2016-06-22"
"1996","City Hotel",0,74,2015,"September",38,18,0,2,2,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","B",0,"No Deposit","6","NULL",0,"Transient-Party",109,0,0,"Check-Out","2015-09-20"
"1997","Resort Hotel",1,40,2016,"May",21,18,0,2,1,0,0,"BB","PRT","Groups","Corporate",0,0,0,"A","A",0,"Non Refund","NULL","NULL",0,"Transient",55,0,0,"Canceled","2016-04-13"
"1998","City Hotel",0,292,2016,"July",30,21,0,2,2,0,0,"HB","DEU","Offline TA/TO","TA/TO",0,0,0,"A","D",0,"No Deposit","6","NULL",0,"Transient-Party",115,0,0,"Check-Out","2016-07-23"
"1999","City Hotel",1,531,2016,"December",52,22,0,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","1","NULL",0,"Transient",62.8,0,0,"Canceled","2015-10-21"
"2000","City Hotel",1,0,2015,"September",39,26,0,1,2,0,0,"BB","PRT","Direct","Direct",1,0,0,"A","A",0,"No Deposit","NULL","NULL",0,"Transient",170,0,0,"No-Show","2015-09-26"
"2001","Resort Hotel",1,178,2016,"October",44,28,2,5,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","314","NULL",0,"Transient",42.56,0,0,"Canceled","2016-07-22"
"2002","City Hotel",1,179,2016,"July",27,1,0,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","1","NULL",0,"Transient",65,0,0,"Canceled","2016-05-10"
"2003","City Hotel",0,1,2016,"December",52,20,0,3,1,0,0,"BB","HUN","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",89.5,0,1,"Check-Out","2016-12-23"
"2004","City Hotel",0,188,2016,"June",25,15,2,5,2,0,0,"BB","GBR","Direct","Direct",0,0,0,"D","D",0,"No Deposit","14","NULL",0,"Transient-Party",114.87,0,1,"Check-Out","2016-06-22"
"2005","City Hotel",0,7,2016,"June",23,3,0,1,2,0,0,"BB","PRT","Complementary","Direct",0,0,0,"G","G",0,"No Deposit","NULL","NULL",0,"Transient",0,1,2,"Check-Out","2016-06-04"
"2006","City Hotel",0,20,2016,"September",40,25,2,0,2,0,0,"BB","GBR","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","138","NULL",0,"Transient",85.5,0,1,"Check-Out","2016-09-27"
"2007","City Hotel",0,16,2015,"September",39,25,2,3,1,0,0,"BB","FRA","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",170,0,1,"Check-Out","2015-09-30"
"2008","City Hotel",0,66,2016,"April",14,1,1,2,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",92.7,0,1,"Check-Out","2016-04-04"
"2009","City Hotel",1,153,2017,"June",25,21,0,4,1,0,0,"BB","PRT","Corporate","TA/TO",0,0,0,"A","A",0,"Non Refund","NULL","348",0,"Transient",110,0,0,"Canceled","2017-01-19"
"2010","Resort Hotel",0,3,2017,"March",13,27,1,1,2,0,0,"BB","PRT","Direct","Direct",0,0,0,"D","D",0,"No Deposit","NULL","NULL",0,"Transient",68,0,0,"Check-Out","2017-03-29"
"2011","City Hotel",0,150,2016,"June",25,16,0,3,2,0,0,"HB","FRA","Offline TA/TO","TA/TO",0,0,0,"A","A",2,"No Deposit","12","NULL",0,"Transient-Party",45,0,1,"Check-Out","2016-06-19"
"2012","City Hotel",1,5,2017,"March",10,6,1,1,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit","37","NULL",0,"Transient-Party",95,0,0,"Canceled","2017-03-01"
"2013","City Hotel",0,88,2017,"April",16,21,2,2,2,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","9","NULL",0,"Transient",162,0,3,"Check-Out","2017-04-25"
"2014","Resort Hotel",0,247,2017,"June",25,22,1,3,3,0,0,"HB","USA","Online TA","TA/TO",0,0,0,"H","H",1,"No Deposit","240","NULL",0,"Transient",212,0,1,"Check-Out","2017-06-26"
"2015","City Hotel",1,277,2016,"November",46,7,1,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","NULL","NULL",0,"Transient",100,0,0,"Canceled","2016-04-04"
"2016","Resort Hotel",0,1,2016,"July",29,15,0,2,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","240","NULL",0,"Transient",176,0,0,"Check-Out","2016-07-17"
"2017","City Hotel",0,81,2017,"August",35,28,1,2,1,0,0,"BB","DEU","Online TA","TA/TO",1,0,2,"A","A",1,"No Deposit","10","NULL",0,"Transient",125,0,0,"Check-Out","2017-08-31"
"2018","City Hotel",0,23,2015,"November",45,5,0,1,1,0,0,"BB","PRT","Corporate","Corporate",0,0,0,"A","A",0,"No Deposit","NULL","40",0,"Transient",65,0,0,"Check-Out","2015-11-06"
"2019","City Hotel",1,33,2015,"October",43,21,0,4,1,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,1,0,"A","A",0,"No Deposit","6","NULL",0,"Transient",17.6,0,1,"Canceled","2015-09-28"
"2020","Resort Hotel",0,0,2015,"November",47,18,0,2,1,0,0,"BB","PRT","Corporate","Corporate",0,0,0,"A","A",1,"No Deposit","NULL","88",0,"Transient",35,0,0,"Check-Out","2015-11-20"
"2021","Resort Hotel",0,162,2016,"March",13,24,0,3,2,0,0,"Undefined","ESP","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit","NULL","NULL",0,"Transient-Party",84,0,0,"Check-Out","2016-03-27"
"2022","City Hotel",1,479,2017,"July",29,18,0,3,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","229","NULL",0,"Transient",90,0,0,"Canceled","2017-06-30"
"2023","City Hotel",0,8,2017,"August",35,30,0,1,1,0,0,"BB","PRT","Corporate","Corporate",1,0,3,"A","A",0,"No Deposit","NULL","219",0,"Transient",80,0,2,"Check-Out","2017-08-31"
"2024","Resort Hotel",0,215,2016,"October",41,4,1,5,2,0,0,"BB","GBR","Offline TA/TO","TA/TO",0,0,0,"D","D",0,"No Deposit","243","NULL",0,"Contract",48.08,0,0,"Check-Out","2016-10-10"
"2025","City Hotel",0,1,2016,"March",11,8,0,3,1,0,0,"BB","MAR","Corporate","TA/TO",0,0,0,"D","D",0,"No Deposit","NULL","209",0,"Transient-Party",75,0,0,"Check-Out","2016-03-11"
"2026","City Hotel",1,288,2016,"May",19,5,0,3,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit","1","NULL",236,"Transient-Party",65,0,0,"Canceled","2016-03-14"
"2027","City Hotel",0,6,2015,"September",39,21,1,1,2,0,0,"SC","DEU","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","7","NULL",0,"Transient",87.78,0,1,"Check-Out","2015-09-23"
"2028","Resort Hotel",0,87,2016,"April",16,10,2,5,2,0,0,"HB","GBR","Groups","Direct",0,0,1,"D","D",0,"No Deposit","273","NULL",0,"Transient-Party",36.22,0,0,"Check-Out","2016-04-17"
"2029","City Hotel",1,89,2016,"April",16,16,2,1,2,0,0,"BB","GBR","Direct","Direct",0,0,0,"A","A",0,"No Deposit","14","NULL",0,"Transient",85.5,0,1,"Canceled","2016-04-02"
"2030","City Hotel",1,183,2016,"April",17,22,1,2,2,0,0,"BB","PRT","Online TA","TA/TO",0,1,0,"A","A",0,"No Deposit","9","NULL",0,"Contract",115.2,0,1,"Canceled","2015-11-24"
"2031","City Hotel",1,275,2016,"June",23,4,1,1,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","5","NULL",69,"Transient",62.8,0,0,"Canceled","2015-11-11"
"2032","City Hotel",0,22,2016,"November",48,26,0,0,1,1,0,"BB","SVN","Corporate","Direct",0,0,0,"B","K",1,"No Deposit","NULL","NULL",0,"Transient-Party",0,0,1,"Check-Out","2016-11-26"
"2033","City Hotel",1,35,2016,"February",7,11,0,3,2,0,0,"SC","USA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",67.5,0,0,"Canceled","2016-01-14"
"2034","City Hotel",0,92,2017,"February",7,16,1,3,2,0,0,"SC","FRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",74.8,0,1,"Check-Out","2017-02-20"
"2035","City Hotel",0,7,2017,"May",22,28,1,0,2,0,0,"BB","URY","Online TA","Direct",0,0,0,"A","A",0,"No Deposit","NULL","NULL",0,"Transient",170,0,1,"Check-Out","2017-05-29"
"2036","Resort Hotel",1,180,2017,"July",29,22,2,5,2,0,0,"HB","PRT","Direct","Direct",0,0,0,"E","E",1,"No Deposit","250","NULL",0,"Transient",187.52,0,0,"Canceled","2017-03-16"
"2037","City Hotel",1,304,2016,"November",45,3,0,3,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","21","NULL",0,"Transient",89,0,0,"Canceled","2016-02-01"
"2038","City Hotel",0,235,2016,"August",32,6,1,1,2,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient-Party",96.3,0,1,"Check-Out","2016-08-08"
"2039","Resort Hotel",0,100,2016,"October",43,19,0,3,2,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","240","NULL",0,"Transient-Party",68,0,2,"Check-Out","2016-10-22"
"2040","City Hotel",1,405,2016,"August",34,18,0,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","1","NULL",0,"Transient",62,0,0,"Canceled","2015-10-21"
"2041","City Hotel",1,269,2015,"July",29,13,1,1,2,0,0,"BB","PRT","Groups","TA/TO",0,1,0,"A","A",0,"No Deposit","1","NULL",0,"Contract",62,0,0,"Canceled","2015-01-01"
"2042","City Hotel",1,218,2017,"June",23,8,0,3,2,0,0,"SC","GBR","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",99,0,0,"Canceled","2016-11-09"
"2043","City Hotel",1,24,2017,"May",21,22,1,2,2,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",160,0,2,"Canceled","2017-05-08"
"2044","Resort Hotel",0,161,2017,"August",34,23,3,9,2,0,0,"HB","DEU","Offline TA/TO","TA/TO",0,0,0,"E","E",0,"No Deposit","75","NULL",0,"Transient",158.6,0,1,"Check-Out","2017-09-04"
"2045","City Hotel",1,24,2016,"February",6,3,0,3,2,0,0,"BB","BRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",96,0,0,"Canceled","2016-01-18"
"2046","Resort Hotel",0,16,2017,"March",12,19,2,2,2,0,0,"HB","ITA","Direct","Direct",0,0,0,"E","E",1,"No Deposit","NULL","NULL",0,"Transient",80,0,0,"Check-Out","2017-03-23"
"2047","City Hotel",0,11,2015,"December",49,5,2,2,2,0,0,"HB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",104,0,0,"Check-Out","2015-12-09"
"2048","Resort Hotel",1,170,2016,"July",27,2,2,1,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"C","C",0,"No Deposit","241","NULL",0,"Transient",103.26,0,2,"Canceled","2016-03-10"
"2049","City Hotel",0,96,2016,"November",47,18,1,2,2,0,0,"BB","RUS","Online TA","TA/TO",0,0,0,"A","A",2,"No Deposit","9","NULL",0,"Transient",94.67,0,2,"Check-Out","2016-11-21"
"2050","City Hotel",1,192,2016,"May",20,12,0,3,2,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,1,0,"A","A",0,"Non Refund","39","NULL",42,"Transient",135,0,0,"Canceled","2015-12-14"
"2051","Resort Hotel",0,96,2017,"May",19,7,2,0,2,0,0,"BB","USA","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","242","NULL",0,"Transient-Party",111.25,0,1,"Check-Out","2017-05-09"
"2052","Resort Hotel",0,189,2016,"August",32,2,0,3,2,0,1,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",2,"No Deposit","240","NULL",0,"Transient",191,1,2,"Check-Out","2016-08-05"
"2053","City Hotel",1,71,2016,"June",25,14,0,3,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","236","NULL",0,"Transient",120,0,0,"Canceled","2016-04-27"
"2054","City Hotel",1,38,2017,"January",2,14,0,1,1,0,0,"BB","PRT","Corporate","Corporate",0,0,0,"A","A",0,"Non Refund","NULL","67",0,"Transient",75,0,0,"Canceled","2016-12-07"
"2055","City Hotel",1,222,2017,"April",17,29,2,1,2,0,0,"SC","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",99,0,0,"Canceled","2016-09-19"
"2056","City Hotel",1,175,2017,"July",27,6,0,3,2,0,0,"BB","DEU","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",117.9,0,0,"Canceled","2017-01-12"
"2057","City Hotel",0,143,2017,"April",16,19,0,3,2,2,0,"BB","DEU","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9","NULL",0,"Transient",189,0,0,"Check-Out","2017-04-22"
"2058","City Hotel",1,129,2017,"June",25,24,2,1,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","30","NULL",0,"Transient",130,0,0,"Canceled","2017-02-15"
"2059","City Hotel",1,22,2016,"December",53,28,4,10,2,0,0,"BB","RUS","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",126.04,0,1,"Canceled","2016-12-06"
"2060","City Hotel",0,33,2017,"February",7,13,2,5,2,0,0,"HB","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",132.13,1,2,"Check-Out","2017-02-20"
"2061","Resort Hotel",1,16,2015,"July",31,31,0,1,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","240","NULL",0,"Transient",173,0,3,"Canceled","2015-07-16"
"2062","Resort Hotel",1,238,2017,"February",6,10,0,2,2,0,0,"HB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","155","NULL",0,"Transient",54,0,0,"Canceled","2016-12-15"
"2063","City Hotel",0,98,2016,"July",28,6,2,4,2,0,0,"SC","GBR","Online TA","TA/TO",0,0,0,"A","A",1,"No Deposit","9","NULL",0,"Transient",103.5,0,1,"Check-Out","2016-07-12"
"2064","City Hotel",1,56,2015,"October",42,15,0,3,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","7","NULL",0,"Transient",72.76,0,1,"Canceled","2015-10-14"
"2065","City Hotel",0,45,2016,"January",4,23,1,1,2,0,0,"BB","BEL","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient-Party",79.8,0,0,"Check-Out","2016-01-25"
"2066","Resort Hotel",0,8,2015,"August",33,15,2,4,2,0,0,"BB","IRL","Online TA","TA/TO",0,0,0,"C","C",2,"No Deposit","241","NULL",0,"Transient",83.7,0,1,"Check-Out","2015-08-21"
"2067","City Hotel",1,83,2017,"May",19,9,0,5,2,0,0,"BB","CHN","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",127.98,0,0,"Canceled","2017-04-22"
"2068","City Hotel",1,12,2016,"October",41,3,1,1,2,0,0,"SC","CN","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",135,0,0,"Canceled","2016-09-21"
"2069","City Hotel",0,308,2016,"November",48,23,0,3,2,0,0,"BB","NOR","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient-Party",78.3,0,2,"Check-Out","2016-11-26"
"2070","City Hotel",0,348,2017,"February",8,24,2,3,2,0,0,"BB","DEU","Online TA","TA/TO",0,0,0,"D","A",0,"No Deposit","9","NULL",0,"Transient",90.1,0,2,"Check-Out","2017-03-01"
"2071","Resort Hotel",0,9,2016,"February",10,28,2,1,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","156","NULL",0,"Transient",34.4,0,1,"Check-Out","2016-03-02"
"2072","City Hotel",0,71,2015,"December",49,4,0,2,3,0,0,"BB","DEU","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","15","NULL",0,"Transient",124.44,0,1,"Check-Out","2015-12-06"
"2073","City Hotel",1,116,2017,"April",15,10,1,3,2,0,0,"SC","FRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",101.25,0,2,"Canceled","2016-12-27"
"2074","City Hotel",0,30,2016,"March",10,4,0,2,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",2,"No Deposit","9","NULL",0,"Transient-Party",88.4,0,0,"Check-Out","2016-03-06"
