"artist_name","track_name","album_name","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms"
"Wolfgang Amadeus Mozart","Sonata for Piano and Violin in F, K.377: 2e. Variation 4","Colors of Mozart",0.483,0.107,2,-23.902,0,0.06,0.991,0.918,0.187,0.654,119.964,66826
"Frédéric Chopin","Mazurka No.38 in F sharp minor Op.59 No.3","Chopin for the Mind",0.274,0.0648,1,-25.019,0,0.0438,0.994,0.856,0.146,0.182,71.761,217573
"Pyotr Ilyich Tchaikovsky","String Quartet No. 1 in D Major, Op. 11: II. Andante cantabile","Me gusta Chaikovski! (Menuetto Kids - Música clásica para niños)",0.174,0.036,10,-27.27,1,0.0455,0.973,0.629,0.0974,0.04,136.792,393720
"Armin van Buuren","Petra","A State of Trance, Ibiza 2018 (Mixed by Armin van Buuren)",0.527,0.917,5,-3.736,0,0.0596,0.0248,0.551,0.27,0.355,126.022,196190
"Wolfgang Amadeus Mozart","String Quartet No.15 In D Minor, K.421: 3. Minuetto (Allegretto)","Mindful Mozart",0.483,0.0957,2,-12.028,1,0.0602,0.98,0.43,0.122,0.408,139.229,219573
"Wolfgang Amadeus Mozart","Preludes and Fugues, K. 404a - No. 4 in F Major: Fuga. Allegro (After J.S. Bach's BWV 1080)","Wolfgang Amadeus Mozart: String Trios",0.416,0.141,2,-15.914,0,0.0464,0.929,0.564,0.109,0.424,127.653,373000
"Mother Nature Sound FX","Birds and Water and Peace","!!$%& Artistic &%$!!",0.143,0.998,6,-15.417,1,0.111,0.965,0.651,0.328,0.0183,82.443,201000
"The Kooks","Initials for Gainsbourg","Let's Go Sunshine",0.518,0.981,2,-3.558,1,0.0639,0.00203,0,0.123,0.461,135.037,258999
"Pyotr Ilyich Tchaikovsky","The Sleeping Beauty, Op. 66 : (C) Coda","Tchaikovsky: The Sleeping Beauty (Complete Ballet)",0.491,0.268,7,-20.38,0,0.0362,0.965,0.921,0.118,0.55,128.072,93960
"Sergei Rachmaninoff","Rachmaninov: Rhapsody on a Theme of Paganini, Op. 43: Variation 24 (A tempo un poco meno mosso)","Rachmaninov Piano Concerto No. 2 in C Minor, Paganini Rhapsody [The National Gallery Collection]",0.291,0.169,7,-19.713,0,0.0357,0.948,0.898,0.13,0.173,81.294,77840
"Mother Nature Sound FX","Regain Energy","Lulling Melodies | Study | New Age Music | Sleep | Yoga",0.193,0.00665,8,-36.265,1,0.0422,0.983,0.934,0.107,0.0357,75.91,117615
"Genesis","Never A Time - 2007 Digital Remaster","We Can't Dance",0.58,0.537,0,-8.242,1,0.0255,0.488,0.0197,0.361,0.311,77.002,230160
"Arcade Fire","Sprawl I (Flatland)","The Suburbs",0.31,0.345,0,-12.85,0,0.0294,0.687,0.00082,0.148,0.153,96.346,174226
"Pyotr Ilyich Tchaikovsky","Swan Lake, Op. 20a: Act I No. 7: Sujet","Tchaikovsky: Swan Lake (Complete Ballet)",0.074,0.002,4,-40.798,1,0.0457,0.892,0.361,0.0929,0.061,205.304,81840
"Víctor Manuelle","Amarte Es - Balada Version","Muy Personal",0.654,0.666,5,-6.004,1,0.0359,0.591,2.44e-06,0.289,0.745,159.87,231280
"José Luis Perales","El torerillo","Si...",0.667,0.321,5,-13.042,0,0.0364,0.912,1.7e-05,0.379,0.707,121.319,192480
"Mother Nature Sound FX","Spirits Arise","29 High Atop Nature",0.416,0.861,7,-21.361,1,0.0932,0.805,0.673,0.893,0.0678,120.743,120000
"Vicente Fernández","Paloma Negra","Pistas Para Que Cantes Exitos de Antonio Aguilar y Vicente Fernandez",0.427,0.124,9,-13.979,1,0.0457,0.734,0.711,0.325,0.421,135.041,201373
"Ludwig van Beethoven","33 Piano Variations in C, Op.120 on a Waltz by Anton Diabelli: Variation IV (Un poco più vivace)","Beethoven for the Home",0.411,0.201,0,-24.033,1,0.0399,0.981,0.9,0.193,0.581,105.591,55253
"Johann Sebastian Bach","Das Wohltemperierte Klavier: Book 2, BWV 870-893: Fugue In D Sharp Minor, BWV 877","<U+30D0><U+30C3><U+30CF><U+3067><U+904E><U+3054><U+3059><U+304A><U+3046><U+3061><U+6642><U+9593>",0.65,0.206,2,-17.039,0,0.0416,0.983,0.932,0.112,0.826,103.216,114813
"Marvin Gaye","Heavy Love Affair - Single Version","In Our Lifetime? Expanded Love Man Edition",0.672,0.567,11,-9.164,0,0.0304,0.0168,0.0402,0.216,0.879,98.182,225693
"Frédéric Chopin","Mazurka No. 29 in A-Flat Major, Op. 41, No. 4","Chopin, F.: Mazurkas",0.276,0.0655,8,-31.193,1,0.0489,0.995,0.923,0.156,0.158,80.668,119733
"DJ Fresh","X Project (Intro)","Escape From Planet Monday",0.388,0.599,1,-16.089,1,0.36,0.637,0.00187,0.526,0.156,80.353,82746
"Johann Sebastian Bach","Weihnachtsoratorium, BWV 248, Pt. 3: No. 28, Dies hat er alles uns getan","Weihnachtsoratorium, BWV 248",0.226,0.162,10,-15.797,1,0.0328,0.964,1.64e-05,0.43,0.375,135.967,51600
"Los Enanitos Verdes","No Estuvo Tan Mal","Amores Lejanos",0.678,0.404,4,-10.278,0,0.0267,0.723,0,0.0922,0.419,100.01,222613
"Daft Punk","Fall - From ""TRON: Legacy""/Score","TRON: Legacy",0.28,0.651,11,-10.124,0,0.0302,3.7e-05,0.932,0.203,0.206,179.972,82613
"Johann Sebastian Bach","Goldberg Variations, BWV 988: Var. 20 a 2 Clav.","Goldberg Variations - The Goldberg Variations, BWV 988",0.35,0.136,7,-26.305,1,0.0405,0.995,0.902,0.124,0.824,110.427,108453
"Iron Maiden","The Trooper - Live in Mexico City, Palacio de los Deportes, Mexico, September 2019","Nights of the Dead, Legacy of the Beast: Live in Mexico City",0.186,0.995,4,-5.178,0,0.115,0.0012,0.0779,0.975,0.242,175.632,242325
"Frédéric Chopin","Nocturne No.13 in C minor, Op.48 No.1","Chopin: Piano Music/Piano Concertos",0.416,0.0942,0,-20.199,0,0.0441,0.994,0.888,0.0587,0.048,104.908,385000
"Ludwig van Beethoven","25 Scottish Songs, Op. 108: No. 8, The Lovely Lass of Inverness","Beethoven alla Brittania: Folk Song Settings & Variations",0.262,0.0553,2,-21.563,0,0.0486,0.943,0,0.27,0.173,167.897,171066
"Camilo Sesto","Memorias","Memorias",0.319,0.5,8,-7.875,1,0.057,0.779,1.46e-05,0.161,0.241,148.48,255733
"The Lumineers","In The Light","Cleopatra",0.689,0.41,9,-9.629,1,0.0275,0.835,0.0276,0.1,0.248,97.725,231867
"Deep Purple","Lazy - Live","Phoenix Rising",0.374,0.924,9,-4.953,1,0.114,0.000163,0.867,0.825,0.279,109.717,344546
"Johann Sebastian Bach","Christe, du Lamm Gottes, BWV 619","J.S. Bach: Orgelbüchlein, BWV 599–644",0.158,0.0576,10,-30.743,0,0.0485,0.819,0.96,0.11,0.145,136.49,84117
"Boney M.","Felicidad - Miami Ocean Drive Mix","20th Century Hits",0.746,0.948,11,-7.772,0,0.0361,0.00032,0.254,0.0772,0.841,118.016,225773
"Ludwig van Beethoven","Leonore, Op. 72a, Zweiter Aufzug, Erster Auftritt: Dial. 9 „Hauptmann, kommen Sie!"" (Pizarro, Hauptmann, Rocco) (1805 version)","Beethoven: Leonore",0.692,0.133,8,-29.551,1,0.812,0.558,0,0.521,0.303,105.044,43813
"Sergei Rachmaninoff","Variations on a Theme of Corelli, Op. 42: Var. 2, L'istesso tempo","Rachmaninoff: Piano Works",0.209,0.0628,2,-35.201,0,0.0552,0.996,0.885,0.168,0.477,193.557,34960
"Deep Purple","Pictures Of Home - Live At The Olympia,France/1996","Live At The Olympia",0.382,0.941,4,-6.89,0,0.059,0.00863,0.00587,0.674,0.545,146.874,358333
"Armin van Buuren","Stars Collide (Mixed)","A State Of Trance Year Mix 2020 (Mixed by Armin van Buuren)",0.533,0.888,11,-9.885,0,0.0755,2.42e-05,0.00492,0.172,0.317,135.99,98813
"Johann Sebastian Bach","Trio Sonata No. 2 in C Minor, BWV 526: III. Allegro","Bach: Complete Organ Works",0.143,0.183,0,-17.477,0,0.0354,0.788,0.665,0.103,0.21,56.013,306706
"Mother Nature Sound FX","Thunder","! ! % > Distance < % ! !",0.136,0.646,10,-20.105,0,0.0712,0.00235,0.808,0.695,0.0348,97.687,82259
"Little Big Town","Live Forever","Pain Killer",0.541,0.435,5,-11.414,1,0.0295,0.605,9.47e-06,0.226,0.419,149.922,254306
"Johann Sebastian Bach","Suite No.2 in B minor, BWV 1067: 6. Menuet","Morning Motivation with Bach",0.673,0.119,11,-16.695,0,0.036,0.946,0.835,0.121,0.73,118.613,79272
"Los Rodriguez","100 Pajaros Volando","Buena Suerte",0.445,0.562,2,-10.652,1,0.0255,0.0443,0,0.342,0.413,81.851,263040
"Mother Nature Sound FX","Life at the Stream","! ! -- tones -- ! !",0.287,0.955,10,-18.627,0,0.153,0.85,0.593,0.345,0.04,94.268,227797
"Johann Sebastian Bach","Weihnachtsoratorium, BWV 248, Pt. 6: No. 55, Da berief Herodes die Weisen heimlich","Weihnachtsoratorium, BWV 248",0.354,0.174,9,-17.61,1,0.0415,0.781,0,0.146,0.362,83.759,62840
"Ludwig van Beethoven","12 Variations on ""Ein Mädchen oder Weibchen"" for Cello and Piano, Op. 66: Variation XII. Allegro","Beethoven 2020 – Chamber Music 1: Duos",0.38,0.15,5,-22.366,1,0.0566,0.987,0.974,0.111,0.231,79.469,107800
"Mother Nature Sound FX","Gentle Rain","! ! ! "" ( Downpour ) "" ! ! !",0.154,0.556,1,-30.094,1,0.0444,0.0206,0.944,0.349,0.0282,87.669,77740
"Mother Nature Sound FX","Brooks & Birds","! ! ! ( Bush ) ! ! !",0.384,0.912,1,-12.644,1,0.348,0.728,0.373,0.649,0.0788,135.91,177000
"Rare Earth","Mother Oats","Dreams/Answers",0.557,0.616,0,-8.804,1,0.0556,0.221,0.000355,0.146,0.412,102.551,160666
"Ricardo Arjona","La Bailarina Vecina","5to Piso",0.567,0.271,2,-8.452,0,0.0548,0.758,5.28e-06,0.161,0.727,80.216,227760
"Antonín Dvorák","8 Slavonic Dances, Op.72 - For Piano Duet: 2. No.2 in E minor (Allegretto grazioso)","Dvorák - Dreams",0.475,0.0725,0,-20.133,1,0.0459,0.994,0.869,0.106,0.0655,119.147,282493
"The Prodigy","Wild Frontier","The Day Is My Enemy",0.42,0.961,7,-6.928,1,0.0612,0.000551,0.268,0.346,0.283,140.005,268000
"TLC","I Miss You So Much","Fanmail",0.656,0.421,0,-7.404,1,0.0238,0.0873,0,0.113,0.237,79.906,296600
"The Rolling Stones","You Gotta Move - Live","Sticky Fingers Live At The Fonda Theatre",0.323,0.771,9,-6.199,0,0.059,0.67,0.000179,0.944,0.378,74.609,216613
"Green Day","Christian's Inferno","21st Century Breakdown",0.356,0.988,2,-3.77,1,0.0711,6.53e-05,0.00171,0.378,0.562,179.977,187066
"Ludwig van Beethoven","15 Variations and Fugue in E-Flat Major, Op. 35, ""Eroica Variations"": Variation III","Play on: Relaxing Beethoven",0.542,0.146,3,-22.617,1,0.0393,0.996,0.911,0.115,0.746,106.423,39386
"Frédéric Chopin","Introduction et polonaise brillante in C Major, Op. 3: II. Alla polacca. Allegro con spirito","Chopin: Complete Works for Cello",0.241,0.11,0,-22.071,1,0.0387,0.982,0.94,0.109,0.261,88.836,385000
"Antonín Dvorák","Dvorák: Symphony No. 7 in D Minor, Op.70, B. 141: IV. Finale. Allegro","Dvorak: Symphonies Nos 7,8 & 9",0.212,0.233,9,-15.085,1,0.0353,0.952,0.921,0.0637,0.119,97.141,588533
"Wolfgang Amadeus Mozart","12 German Dances, K. 586: No. 3 in B-Flat Major","Mozart: A Classical Panorama",0.512,0.0998,10,-18.417,1,0.0553,0.967,0.643,0.0751,0.634,135.898,109333
"Ana Belén","Cancion Del Gitano Apaleado","Lorquiana 1 - Poemas De Frederico Garcia Lorca",0.669,0.944,6,-8.075,1,0.043,0.0541,4.26e-05,0.0646,0.806,122.999,216666
"Bear McCreary","The Apothecary","Outlander: Season 2 (Original Television Soundtrack)",0.23,0.129,10,-17.538,1,0.0336,0.508,0.198,0.0893,0.0369,78.074,189840
"Wolfgang Amadeus Mozart","Serenade in B-Flat Major, K. 361 ""Gran Partita"": Var. IV","<U+590F><U+306B><U+8074><U+304D><U+305F><U+3044><U+30E2><U+30FC><U+30C4><U+30A1><U+30EB><U+30C8>",0.355,0.00525,10,-27.146,0,0.0431,0.995,0.902,0.0924,0.184,115.044,94573
"Sergei Rachmaninoff","Aleko: No. 7 Chorus","Rachmaninov: Aleko",0.102,0.0154,10,-33.913,1,0.0487,0.983,0.0688,0.0696,0.0349,86.396,203960
"Coti","Comer Tu Boca","Malditas Canciones",0.719,0.6,2,-6.854,1,0.0284,0.11,0.000257,0.079,0.777,121.964,223080
"Rihanna","Photographs","Rated R",0.696,0.632,11,-5.786,0,0.0323,0.136,0,0.123,0.399,130.155,286360
"Fito Paez","Un Niño Nace","La La La",0.454,0.204,2,-18.925,1,0.0408,0.56,5.66e-05,0.112,0.257,129.994,251026
"Easy Listening Jazz","Quiet Backdrops for Gourmet Americanos","Music for Double Espressos",0.784,0.0428,0,-18.402,0,0.0623,0.986,0.767,0.103,0.622,133.738,121858
"Camille Saint-Saëns","6 Bagatelles, Op. 3","Saint-Saëns: Le Carnaval Des Animaux, Septuor, Allegro Appasionato & 6 Bagatelles",0.487,0.0517,10,-28.967,1,0.0724,0.979,0.926,0.117,0.123,120.148,218040
"Frédéric Chopin","24 Préludes, Op.28: 14. In E Flat Minor","Chopin: A Musical Genius",0.262,0.106,1,-28.644,0,0.0378,0.964,0.952,0.094,0.105,78.201,35733
"Frédéric Chopin","Mazurkas, Op. 63: I. Vivace","111 Chopin Masterpieces",0.364,0.111,6,-20.625,1,0.0366,0.992,0.897,0.118,0.527,74.335,100844
"Mother Nature Sound FX","Caring Nature","! ! + Fielded + ! !",0.202,0.716,6,-24.812,0,0.0444,0.000677,0.913,0.448,0.0265,81.609,67134
"Nana Mouskouri","Mon Dieu","Les N°1",0.255,0.377,7,-7.866,0,0.0375,0.957,0.000706,0.0997,0.0711,140.46,293893
"Ludwig van Beethoven","Beethoven: Piano Sonata No. 27 in E Minor, Op. 90: II. Nicht zu geschwind und sehr singbar vorzutragen","Beethoven: Complete Piano Sonatas",0.454,0.069,4,-24.124,1,0.0335,0.995,0.887,0.102,0.172,97.33,387480
"Sabaton","Hellrider","Metalizer",0.369,0.855,5,-4.21,1,0.0478,2.47e-05,0.00189,0.155,0.369,146.047,222093
"Farruko","Quédate","Gangalee",0.787,0.82,6,-3.38,0,0.0477,0.0621,2.88e-06,0.0602,0.846,88.013,192893
"Mother Nature Sound FX","Woodland Monsoon","! ! ! Tweet ! ! !",0.4,0.998,2,-13.193,1,0.0998,0.878,0.696,0.35,0.0169,120.301,152213
"Elton John","Slow Rivers","Leather Jackets",0.678,0.362,7,-16.04,1,0.0293,0.425,3.21e-06,0.309,0.364,112.217,187706
"Wolfgang Amadeus Mozart","Mass No. 17 in C Minor, K. 427 ""Great Mass"": IIIb. Et incarnatus est","Mozart: Sacred Works",0.13,0.027,5,-30.43,1,0.0435,0.954,0.387,0.0933,0.0392,84.635,563666
"Mother Nature Sound FX","India Spa","The Sleep Zone: Rainy Night Melodies",0.233,0.0394,8,-25.282,0,0.0387,0.953,0.954,0.112,0.0343,80.113,134000
"Nirvana","All Apologies - Live Version","Nirvana",0.644,0.56,1,-8.414,1,0.0326,0.431,0.000152,0.689,0.21,109.012,225146
"Ludwig van Beethoven","Allegretto for String Quartet in B, WoO 210","The Music of Beethoven",0.317,0.0898,11,-20.437,0,0.0546,0.957,0.863,0.121,0.198,126.394,40680
"Wolfgang Amadeus Mozart","Keyboard Sonata No. 8 in A Minor, K. 310: III. Presto","Complete Keyboard Sonatas, Vol. 1",0.483,0.574,8,-17.114,0,0.0341,0.792,0.925,0.103,0.965,148.512,237800
"Hot Chip","Have You Passed Through This Night","Late Night Tales: Hot Chip",0.748,0.698,2,-15.46,1,0.0396,0.000575,0.706,0.109,0.168,120.001,380160
"Sergei Rachmaninoff","6 Moments musicaux, Op. 16: No. 3, Andante cantabile","Rachmaninoff: Études-tableaux, Op. 39 & 6 Moments musicaux, Op. 16",0.46,0.00731,11,-31.322,0,0.0869,0.993,0.887,0.0813,0.128,101.333,447453
"Linkin Park","CASTLE OF GLASS - Instrumental","LIVING THINGS: Acapellas and Instrumentals",0.673,0.9,1,-6.504,0,0.0268,0.0467,0.882,0.097,0.667,108.009,205669
"Sergei Rachmaninoff","The Bells, Op.35: 2. Lento (Golden Bells)","Rachmaninov: The Bells/Spring/3 Russian Songs",0.11,0.0301,7,-27.481,1,0.0418,0.961,0.628,0.084,0.0326,78.844,620000
"Blur","Go Out","The Magic Whip",0.625,0.936,9,-3.357,0,0.0439,0.00578,0,0.146,0.644,119.985,280051
"Pyotr Ilyich Tchaikovsky","Tchaikovsky: 50 Russian Folk Songs: Nos. 31 - 35 (Arr. for Piano Duet)","Tchaikovsky: Complete Piano Works",0.512,0.0751,9,-27.427,0,0.0727,0.994,0.844,0.0609,0.096,98.678,169706
"Armin van Buuren","Blockchain","A State of Trance, Ibiza 2018 (Mixed by Armin van Buuren)",0.585,0.943,10,-4.334,0,0.0524,0.000561,0.945,0.155,0.403,130.984,188374
"Ludwig van Beethoven","5 Pieces for Musical Clock, WoO 33: 2. Scherzo. Allegro in G Major","<U+30D9><U+30FC><U+30C8><U+30FC><U+30F4><U+30A7><U+30F3><U+3067><U+697D><U+3057><U+3080><U+512A><U+96C5><U+306A><U+5348><U+5F8C>",0.368,0.00899,7,-35.428,1,0.0357,0.909,0.0691,0.161,0.348,72.485,108000
"Mother Nature Sound FX","Forest Waterfall","70 Natural Moments",0.338,0.998,9,-18.066,0,0.0684,0.501,0.774,0.471,0.0163,86.538,177000
"Sergei Rachmaninoff","The Bells, Op.35: 1. Allegro ma non tanto (Silver Bells)","Rachmaninov (Classic FM Greatest Composers)",0.247,0.214,8,-18.537,1,0.0453,0.948,0.139,0.107,0.0653,134.765,377400
"Post Malone","Broken Whiskey Glass","Stoney",0.353,0.666,7,-7.389,0,0.0701,0.359,2.97e-05,0.127,0.0858,99.92,233813
"Easy Listening Jazz","Fidèle Cuisine","Musique de Fond - Coûteux",0.778,0.0245,3,-20.673,0,0.0755,0.991,0.946,0.11,0.142,137.881,177400
"Mother Nature Sound FX","Midnight","100 Sleepy Sounds of Nature for Peace & Tranquility and Ultimate Stress Relief",0.22,0.00562,7,-33.826,0,0.0956,0.996,0.945,0.127,0.199,74.263,123000
"Johann Sebastian Bach","O Welt, sieh' hier dein Leben, BWV 395","In the Key of Bach",0.139,0.155,8,-19.161,1,0.0428,0.99,0.000637,0.113,0.206,77.053,49520
"Therion","The Blood of Kingu - Live Gothic","Live Gothic",0.258,0.941,11,-4.992,1,0.114,0.000168,0,0.925,0.222,172.092,356640
"Best Coast","Last Year","The Only Place",0.504,0.554,4,-7.387,0,0.0253,0.00587,0,0.105,0.57,94.933,211560
"Violeta Parra","Tres polkas","Gracias a la vida",0.541,0.394,10,-11.8,1,0.0608,0.988,0.933,0.0967,0.66,103.37,126080
"Johann Sebastian Bach","Aria mit 30 Veränderungen, BWV 988 ""Goldberg Variations"": Var. 5 a 1 ovvero 2 Clav.","Magnificent Bach",0.378,0.102,7,-24.277,1,0.0414,0.995,0.909,0.131,0.845,117.397,76160
"John Denver","Ponies","Simply - John Denver",0.451,0.266,7,-14.178,1,0.03,0.277,0.00498,0.154,0.345,115.801,264466
"Wolfgang Amadeus Mozart","Symphony No.40 In G Minor, K.550 - (2nd Version): 1. Molto Allegro - Excerpt","50 Masterworks Mozart",0.331,0.236,7,-17.453,0,0.0422,0.917,0.897,0.116,0.184,123.264,415800
"Johann Sebastian Bach","Suite for Cello Solo No.3 in C, BWV 1009 - Guitar Transcription by Pepe Romero (1944-): 1. Prélude","Bach Forever",0.112,0.0936,2,-31.802,1,0.05,0.989,0.943,0.101,0.369,165.454,220920
"Los Terricolas","Dos Cosas","Te Juro Que Te Amo",0.437,0.493,9,-9.057,0,0.0416,0.0461,0,0.0914,0.405,80.246,243147
"Mother Nature Sound FX","Ambience in the Valley","Soothing Natural Wildlife Recordings",0.132,0.616,4,-18.564,1,0.0937,0.557,0.14,0.673,0.209,85.024,219746
"Sergei Rachmaninoff","Rachmaninov: Piano Concerto No. 2 in C Minor, Op. 18: II. Adagio sostenuto","Rachmaninov: Piano Concerto No. 2 & Rhapsody on a Theme of Paganini",0.112,0.0125,4,-32.365,1,0.0396,0.979,0.872,0.0511,0.0383,74.925,829266
"Johann Sebastian Bach","English Suite No.5 in E minor, BWV 810: 4. Sarabande","Piano Zen - Bach, Beethoven, Mozart",0.399,0.0499,4,-29.384,0,0.058,0.995,0.942,0.1,0.244,86.106,213000
"Mother Nature Sound FX","Perfect Goodness","! ! ! ! ! Reflective Sleepy Nature Sounds ! ! ! ! !",0.182,0.647,4,-20.141,1,0.205,0.634,2.56e-05,0.665,0.0398,84.542,207540
"Wolfgang Amadeus Mozart","Piano Sonata No. 17 in B-Flat Major, K. 570: I. Allegro","Mozart: Piano Sonatas",0.364,0.0515,10,-24.655,1,0.0435,0.994,0.925,0.13,0.367,144.455,372773
"Ludwig van Beethoven","Piano Sonata No. 13 in E-Flat Major, Op. 27 No. 1: III. Adagio con espressione","Fun with Beethoven",0.462,0.00286,8,-27.427,1,0.0744,0.992,0.904,0.135,0.055,126.173,181986
"Mother Nature Sound FX","Original Nature","! !/* Anew *\! !",0.211,0.996,9,-22.791,1,0.0474,0.766,0.983,0.921,1e-05,81.296,110080
"Ludwig van Beethoven","Piano Sonata No. 31 in A-Flat Major, Op. 110: II. Allegro molto","Fun with Beethoven",0.601,0.11,5,-18.378,0,0.223,0.989,0.903,0.167,0.504,111.483,59613
"Mother Nature Sound FX","Remember to Breathe","Time to Relax - Sounds of Nature, Relaxation Music, Calm Down, Stress Relief",0.142,0.161,0,-21.414,1,0.0454,0.894,0.00323,0.0624,0.0328,147.468,264000
"Johann Sebastian Bach","Violin Partita No. 1 in B Minor, BWV 1002: IV. Double. Presto","Bach: Sonatas and Partitas for Solo Violin",0.335,0.273,1,-18.47,1,0.0563,0.992,0.771,0.142,0.965,175.887,228853
"Antonín Dvorák","8 Slavonic Dances, Op.72, B.147: No.5 In B-Flat Minor (Poco adagio)","Eternal: Dvorák",0.317,0.315,1,-15.769,1,0.0348,0.952,0.916,0.104,0.256,132.911,148000
"Xoel López","De piedras y arena mojada","Atlántico",0.592,0.656,7,-8.549,1,0.0285,0.604,0.00154,0.134,0.719,99.937,208746
"Johann Sebastian Bach","French Suite No.3 in B minor, BWV 814: 6. Gigue","<U+6975><U+4E0A><U+306E><U+7720><U+308A><U+3078><U+8A98><U+3046><U+30D0><U+30C3><U+30CF>",0.484,0.17,11,-25.061,0,0.0498,0.994,0.897,0.136,0.939,95.69,83720
"Wolfgang Amadeus Mozart","Violin Sonata No. 26 in B-Flat Major, K. 378 (arr. S. Yates for 2 pianos): I. Allegro moderato","Mozart by Arrangement, Vol. 2",0.361,0.0713,10,-28.304,1,0.0361,0.993,0.916,0.0675,0.564,125.436,744506
"Simian Mobile Disco","I Believe - Joker Remix","Adsr Expansion: B-Sides & Rarities",0.827,0.553,1,-7.416,1,0.11,0.00014,0.0874,0.0751,0.483,139.983,211346
"Frédéric Chopin","Nocturne No.2 In E Flat, Op.9 No.2","Calm Chopin",0.44,0.00925,3,-32.452,1,0.0468,0.984,0.936,0.0873,0.0908,129.129,273666
"Los Auténticos Decadentes","Vivo Como un Gitano","Fiesta Monstruo",0.552,0.41,7,-11.923,1,0.0289,0.174,0,0.095,0.822,102.834,251400
"Johann Sebastian Bach","Suite for Cello Solo No.3 in C, BWV 1009: 3. Courante (Arr. For Guitar By Celedonio Romero)","Discover Bach",0.373,0.288,6,-22.532,0,0.0471,0.989,0.905,0.126,0.868,145.686,168880
"Pyotr Ilyich Tchaikovsky","Tema con Variazioni: Variation I","Rachmaninoff: Trio in G Minor, Élégiaque - Tchaikovsky: Piano Trio in a Minor, Op. 50 & Tema Con Variazioni",0.188,0.0523,4,-29.314,1,0.0447,0.983,0.975,0.165,0.359,92.608,54173
"Wolfgang Amadeus Mozart","Five Contredanses ""Non più andrai"", K.609: 3. In D","Mozart: Wine & Dine",0.544,0.166,6,-18.334,0,0.0373,0.796,0.863,0.144,0.737,101.459,78333
"Rachel Wallace","Come Into My Life","Keep Cool, Cat! (Garfield) - Original Soundtrack",0.624,0.89,9,-8.699,0,0.0424,0.0202,1.71e-06,0.321,0.325,104.934,230293
"Bon Jovi","With These Two Hands","What About Now",0.478,0.876,7,-4.267,1,0.0392,9.2e-05,0,0.148,0.2,137.067,238866
"Wolfgang Amadeus Mozart","<U+4EA4><U+97FF><U+66F2> <U+7B2C>25<U+756A> <U+30C8><U+77ED><U+8ABF> K.183 <U+7B2C>3<U+697D><U+7AE0>:<U+30E1><U+30CC><U+30A8><U+30C3><U+30C8>","<U+30E2><U+30FC><U+30C4><U+30A1><U+30EB><U+30C8>:<U+4EA4><U+97FF><U+66F2><U+7B2C>25<U+756A><U+3001><U+7B2C>41<U+756A><U+300C><U+30B7><U+3099><U+30E5><U+30D2><U+309A><U+30BF><U+30FC><U+300D>",0.368,0.0219,2,-21.175,1,0.044,0.992,0.819,0.132,0.181,160.052,195000
"Mazapán","Don Cuco","La Nave Espacial",0.645,0.245,2,-14.167,1,0.406,0.953,0.00764,0.29,0.473,77.884,120706
